SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1879 Carob Tree Ln,El Cajon,CA,92021,679000,4,3.0,El Cajon,2542,,1978,184,267,,Active,,,http://www.redfin.com/CA/El-Cajon/1879-Carob-Tree-Ln-92021/home/5687142,SDMLS,180035863,N,Y,32.8115666,-116.906378
MLS Listing,,Single Family Residential,7392 Volclay Dr,San Diego,CA,92119,679000,4,2.0,San Carlos,1572,11300,1973,124,432,,Active,,,http://www.redfin.com/CA/San-Diego/7392-Volclay-Dr-92119/home/4980527,SDMLS,180048403,N,Y,32.8096133,-117.0416411
MLS Listing,,Single Family Residential,13468 Los Olivos Ave,Poway,CA,92064,679000,4,2.0,Poway,1867,,1969,124,364,,Active,,,http://www.redfin.com/CA/Poway/13468-Los-Olivos-Ave-92064/home/4843931,SDMLS,180048277,N,Y,32.9599483,-117.0187431
MLS Listing,,Single Family Residential,11009 Summit Ave,Santee,CA,92071,675000,4,3.0,Santee,3032,101059,1968,10,223,,Active,,,http://www.redfin.com/CA/Santee/11009-Summit-Ave-92071/home/5004772,SDMLS,180068237,N,Y,32.8769697,-116.9745263
MLS Listing,,Single Family Residential,6209 Del Cerro Blvd,san diego,CA,92120,675000,3,2.0,Del Cerro,1804,,1959,70,374,,Active,,,http://www.redfin.com/CA/San-Diego/6209-Del-Cerro-Blvd-92120/home/5440386,SDMLS,180059093,N,Y,32.7826201,-117.0654791
MLS Listing,,Single Family Residential,4770 Mission Bell Ln,La Mesa,CA,91941,675000,4,2.0,La Mesa,2484,10458,1960,26,272,,Active,,,http://www.redfin.com/CA/La-Mesa/4770-Mission-Bell-Ln-91941/home/5623625,SDMLS,180066225,N,Y,32.7647807,-117.0079801
MLS Listing,,Single Family Residential,3357 Dorchester Dr,San Diego,CA,92123,674900,5,2.0,Serra Mesa,1970,12200,1960,76,343,,Active,,,http://www.redfin.com/CA/San-Diego/3357-Dorchester-Dr-92123/home/5215202,SDMLS,180057875,N,Y,32.8047553,-117.1229679
MLS Listing,,Single Family Residential,4324 Cartagena Dr,San Diego,CA,92115,674900,3,2.0,San Diego,1516,13000,1951,11,445,,Active,,,http://www.redfin.com/CA/San-Diego/4324-Cartagena-Dr-92115/home/5516191,SDMLS,180068097,N,Y,32.7558833,-117.0636172
MLS Listing,,Single Family Residential,9469 Grossmont Blvd,La Mesa,CA,91941,670000,3,3.0,La Mesa,1802,18394,1948,59,372,,Active,,,http://www.redfin.com/CA/La-Mesa/9469-Grossmont-Blvd-91941/home/5606189,SDMLS,180061475,N,Y,32.7780259,-116.9932213
MLS Listing,,Single Family Residential,5343 Sunglow Ct,San Diego,CA,92117,670000,4,2.5,Clairemont,1644,6882,1982,71,408,,Active,,,http://www.redfin.com/CA/San-Diego/5343-Sunglow-Ct-92117/home/4929405,SDMLS,180059025,N,Y,32.8409139,-117.1759439
MLS Listing,,Single Family Residential,9055 Amberly Cir,San Diego,CA,92126,669900,3,2.0,Mira Mesa,1764,6500,1973,5,380,,Active,,,http://www.redfin.com/CA/San-Diego/9055-Amberly-Cir-92126/home/4799918,SDMLS,180068454,N,Y,32.9199063,-117.1299451
MLS Listing,,Single Family Residential,5228 Gary St,San Diego,CA,92115,669000,3,2.5,San Diego,1640,13300,1952,24,408,,Active,,,http://www.redfin.com/CA/San-Diego/5228-Gary-St-92115/home/5441803,SDMLS,180066796,N,Y,32.773934,-117.0602612
MLS Listing,,Single Family Residential,13761 Tobiasson Rd,Poway,CA,92064,669000,3,2.0,Poway,1516,8400,1959,60,441,,Active,,,http://www.redfin.com/CA/Poway/13761-Tobiasson-Rd-92064/home/4783879,SDMLS,180061024,N,Y,32.9642571,-117.0597258
MLS Listing,,Single Family Residential,5624 Red River Dr,San Diego,CA,92120,665000,5,3.0,SD - San Diego,1810,18500,1965,88,367,,Active,,,http://www.redfin.com/CA/San-Diego/5624-Red-River-Dr-92120/home/5405536,CRMLS,SW18241940,N,Y,32.8050216,-117.0722599
MLS Listing,,Single Family Residential,4372 Tecumseh Way,San Diego,CA,92117,665000,3,2.0,Clairemont,1149,6800,1954,40,579,,Active,,,http://www.redfin.com/CA/San-Diego/4372-Tecumseh-Way-92117/home/4956734,SDMLS,180064443,N,Y,32.8287935,-117.1990206
MLS Listing,,Single Family Residential,5043 Bancroft,La Mesa,CA,91941,665000,3,2.5,Mount Helix,1804,9749,1948,73,369,,Active,,,http://www.redfin.com/CA/La-Mesa/5043-Bancroft-Dr-91941/home/5626948,SDMLS,180058604,N,Y,32.7706223,-117.0011081
MLS Listing,,Single Family Residential,6260 Cabaret St,San Diego,CA,92120,659900,3,2.0,San Carlos,1304,,1972,171,506,,Active,,,http://www.redfin.com/CA/San-Diego/6260-Cabaret-St-92120/home/5408606,SDMLS,180038507,N,Y,32.8059096,-117.0551121
MLS Listing,,Single Family Residential,1428 N 1ST St,EL CAJON,CA,92021,659900,2,1.0,El Cajon,640,25674,1940,102,1031,,Active,,,http://www.redfin.com/CA/El-Cajon/1428-N-1st-St-92021/home/5571054,SDMLS,180052838,N,Y,32.8150369,-116.945519
MLS Listing,,Single Family Residential,4574 44th St,San Diego,CA,92115,659500,3,2.0,Talmadge,813,,1939,122,811,,Active,,,http://www.redfin.com/CA/San-Diego/4574-44th-St-92115/home/5458897,SDMLS,180049031,N,Y,32.7607483,-117.0985075
MLS Listing,,Single Family Residential,2451 Haller St,San Diego,CA,92104,659000,3,2.0,North Park,1222,11127,1980,109,539,,Active,,,http://www.redfin.com/CA/San-Diego/2451-Haller-St-92104/home/5399112,SDMLS,180051579,N,Y,32.7321988,-117.1133766
MLS Listing,,Single Family Residential,11606 Johnson Lake Rd,Lakeside,CA,92040,659000,4,2.0,Lakeside,2407,50965,1973,84,274,,Active,,,http://www.redfin.com/CA/Lakeside/11606-Johnson-Lake-Rd-92040/home/4999842,SDMLS,180056350,N,Y,32.8943486,-116.9452503
MLS Listing,,Single Family Residential,221 2nd Ave,Chula Vista,CA,91910,650000,5,3.0,Chula Vista,2487,11700,1894,87,261,,Active,,,http://www.redfin.com/CA/Chula-Vista/221-2nd-Ave-91910/home/5954870,SDMLS,180055988,Y,Y,32.6451989,-117.0765351
MLS Listing,,Single Family Residential,227 E Paisley St,Chula Vista,CA,91911,650000,6,3.0,Chula Vista,1791,,1961,97,363,,Active,,,http://www.redfin.com/CA/Chula-Vista/227-E-Paisley-St-91911/home/6124634,SDMLS,180053813,N,Y,32.6124596,-117.0453193
MLS Listing,,Single Family Residential,13078 Tuscarora Dr,Poway,CA,92064,650000,3,2.0,Poway,1291,23200,1972,21,503,,Active,,,http://www.redfin.com/CA/Poway/13078-Tuscarora-Dr-92064/home/4789746,SDMLS,180066936,N,Y,32.9597761,-117.0466067
MLS Listing,,Single Family Residential,5560 San Miguel Rd,Bonita,CA,91902,650000,3,3.0,Bonita,2514,51400,1966,161,259,,Active,,,http://www.redfin.com/CA/Bonita/5560-San-Miguel-Rd-91902/home/6064583,SDMLS,180040506,N,Y,32.6753023,-117.0121215
MLS Listing,,Single Family Residential,806 Crosspoint Ct,San Diego,CA,92114,650000,6,4.0,San Diego,2985,13320,1991,114,218,,Active,,,http://www.redfin.com/CA/San-Diego/806-Crosspoint-Ct-92114/home/6010242,SDMLS,180050510,N,Y,32.7128765,-117.0369744
MLS Listing,,Single Family Residential,6658 Appert Ct,San Diego,CA,92111,649900,3,1.0,Linda Vista,932,,1942,1,697,,Active,,,http://www.redfin.com/CA/San-Diego/Appert-Ct-92111/home/5223012,SDMLS,180068761,N,Y,32.7938507,-117.1743816
MLS Listing,,Single Family Residential,5344 CAPRIOLE Ct,Bonita,CA,91902,649900,3,2.0,Bonita,1788,7550,1987,5,363,125,Active,January-6-2019 01:00 PM,January-6-2019 04:00 PM,http://www.redfin.com/CA/Bonita/5344-Capriole-Ct-91902/home/6082737,SDMLS,180068428,N,Y,32.6644617,-117.0140988
MLS Listing,,Single Family Residential,11610 Johnson Lake Rd,Lakeside,CA,92040,649900,4,2.0,Lakeside,2630,49222,1973,21,247,,Active,,,http://www.redfin.com/CA/Lakeside/11610-Johnson-Lake-Rd-92040/home/4999957,SDMLS,180066899,N,Y,32.8959635,-116.9464692
MLS Listing,,Single Family Residential,7935 Cinnabar Dr,La Mesa,CA,91941,649800,3,2.0,La Mesa,1575,7300,1958,35,413,,Active,,,http://www.redfin.com/CA/La-Mesa/7935-Cinnabar-Dr-91941/home/5528338,SDMLS,180064828,N,Y,32.7562145,-117.0263301
MLS Listing,,Single Family Residential,12611 MUSTANG Dr,POWAY,CA,92064,649500,4,2.0,Poway,1440,,1961,5,451,,Active,,,http://www.redfin.com/CA/Poway/12611-Mustang-Dr-92064/home/4786418,SDMLS,180068429,N,Y,32.945267,-117.0620771
MLS Listing,,Single Family Residential,47 Palomar Dr,Chula Vista,CA,91911,649000,4,3.0,Chula Vista,2532,,1953,128,256,,Active,,,http://www.redfin.com/CA/Chula-Vista/47-Palomar-Dr-91911/home/5981572,SDMLS,180047822,N,Y,32.6245461,-117.0619622
MLS Listing,,Single Family Residential,3855 Bonita Mesa Rd,Bonita,CA,91902,649000,3,2.0,Bonita,1693,24394,1954,77,383,,Active,,,http://www.redfin.com/CA/Bonita/3855-Bonita-Mesa-Rd-91902/home/5959782,SDMLS,180057419,N,Y,32.6520378,-117.0638011
MLS Listing,,Single Family Residential,4745 Mount Cresti,San Diego,CA,92117,649000,4,2.0,Clairemont,1228,9100,1963,19,529,,Active,,,http://www.redfin.com/CA/San-Diego/4745-Mt-Cresti-Dr-92117/home/4962709,SDMLS,180067191,N,Y,32.8322361,-117.1896817
MLS Listing,,Single Family Residential,2060 Falmouth Dr,El Cajon,CA,92020,649000,4,2.0,El Cajon,1712,,1959,12,379,,Active,,,http://www.redfin.com/CA/El-Cajon/2060-Falmouth-Dr-92020/home/5582273,SDMLS,180068011,N,Y,32.797118,-116.9920716
MLS Listing,,Single Family Residential,7210 Barker Way,San Diego,CA,92119,645000,4,2.0,San Carlos,2110,14415,1980,82,306,,Active,,,http://www.redfin.com/CA/San-Diego/7210-Barker-Way-92119/home/5423886,SDMLS,180056837,N,Y,32.8129763,-117.0185592
MLS Listing,,Single Family Residential,9550 Cypress St,Lakeside,CA,92040,645000,5,2.5,Lakeside,2100,,1973,22,307,,Active,,,http://www.redfin.com/CA/Lakeside/9550-Cypress-St-92040/home/5073683,SDMLS,180066871,N,Y,32.8532316,-116.9130489
MLS Listing,,Single Family Residential,406 CAMINO ELEVADO,Bonita,CA,91902,644900,3,2.5,Bonita,2044,7904,1977,80,316,,Active,,,http://www.redfin.com/CA/Bonita/406-Camino-Elevado-91902/home/6444958,SDMLS,180057250,N,Y,32.6546275,-117.0171107
MLS Listing,,Single Family Residential,5551 Nokomis St,La Mesa,CA,91942,639990,3,2.0,La Mesa,1409,15196,1974,50,454,,Active,,,http://www.redfin.com/CA/La-Mesa/5551-Nokomis-St-91942/home/5605128,SDMLS,180062890,N,Y,32.7803894,-116.9999354
MLS Listing,,Single Family Residential,5139 Ewing St,San diego,CA,92115,639900,4,2.0,San Diego,1404,,1951,54,456,,Active,,,http://www.redfin.com/CA/San-Diego/5139-Ewing-St-92115/home/5470813,SDMLS,180061989,N,Y,32.7713912,-117.0613646
MLS Listing,,Single Family Residential,102 N Westwind Dr,El Cajon,CA,92020,639900,4,2.5,El Cajon,2120,11200,1975,32,302,,Active,,,http://www.redfin.com/CA/El-Cajon/102-N-Westwind-Dr-92020/home/5583309,SDMLS,180065261,N,Y,32.7951061,-116.9870128
MLS Listing,,Single Family Residential,6870 Saranac St,San Diego,CA,92115,639000,3,2.0,San Diego,1316,7800,1947,24,486,,Active,January-5-2019 01:30 PM,January-5-2019 04:30 PM,http://www.redfin.com/CA/San-Diego/6870-Saranac-St-92115/home/5477720,SDMLS,180066725,N,Y,32.770926126,-117.0500417
MLS Listing,,Single Family Residential,8577 Paseo De Los Castillos,Santee,CA,92071,639000,3,2.0,Santee,1757,13281,2004,18,364,,Active,,,http://www.redfin.com/CA/Santee/8577-Paseo-De-Los-Castillos-92071/home/6684573,SDMLS,180067367,N,Y,32.82995,-116.989328
MLS Listing,,Single Family Residential,150 Croydon Ln,EL Cajon,CA,92020,639000,3,2.0,El Cajon,1690,,1963,52,378,,Active,,,http://www.redfin.com/CA/El-Cajon/150-Croydon-Ln-92020/home/5582669,SDMLS,180062542,N,Y,32.7959573,-116.9907379
MLS Listing,,Single Family Residential,14949 Cinchring Dr,Poway,CA,92064,635000,4,2.0,Poway,1730,7394,1977,34,367,,Active,,,http://www.redfin.com/CA/Poway/14949-Cinchring-Dr-92064/home/4847024,SDMLS,180064899,N,Y,32.9568629,-117.0074771
MLS Listing,,Single Family Residential,4400 Upland St,La Mesa,CA,91941,634900,4,3.0,La Mesa,1849,11220,1955,46,343,,Active,,,http://www.redfin.com/CA/La-Mesa/4400-Upland-St-91941/home/5624229,SDMLS,180063496,N,Y,32.7590717,-117.0137295
MLS Listing,,Single Family Residential,9259 Carthay Cir,Spring Valley,CA,91977,633900,3,2.0,Spring Valley,1837,,1950,81,345,,Active,,,http://www.redfin.com/CA/Spring-Valley/9259-Carthay-Cir-91977/home/5643015,SDMLS,180057072,N,Y,32.7528244,-116.9974521
MLS Listing,,Single Family Residential,7988 El Capitan Dr,La Mesa,CA,91942,629999,4,2.0,La Mesa,1400,9561,1934,46,450,,Active,,,http://www.redfin.com/CA/La-Mesa/7988-El-Capitan-Dr-91942/home/5488309,SDMLS,180063432,N,Y,32.7685494,-117.0261462
MLS Listing,,Single Family Residential,1204 Dawnridge Ave,El Cajon,CA,92021,629990,6,4.0,El Cajon,2500,11400,1970,55,252,,Active,,,http://www.redfin.com/CA/El-Cajon/1204-Dawnridge-Ave-92021/home/5571235,SDMLS,180061810,N,Y,32.8166629,-116.9401444
MLS Listing,,Single Family Residential,1601 Cliffdale,El Cajon,CA,92020,629900,4,2.5,El Cajon,1925,,1966,59,327,,Active,,,http://www.redfin.com/CA/El-Cajon/1601-Cliffdale-Rd-92020/home/6285453,SDMLS,180061248,N,Y,32.8074914,-116.9846673
MLS Listing,,Single Family Residential,3533 Armstrong St,San Diego,CA,92111,629800,3,2.0,Clairemont,1403,7200,1957,45,449,,Active,,,http://www.redfin.com/CA/San-Diego/3533-Armstrong-St-92111/home/5166155,SDMLS,180063756,N,Y,32.8084622,-117.1614262
MLS Listing,,Single Family Residential,5088 Glen St,La Mesa,CA,91942,629000,4,2.0,La Mesa,1647,6501,1940,26,382,,Active,,,http://www.redfin.com/CA/La-Mesa/5088-Glen-St-91942/home/6430678,SDMLS,180066318,N,Y,32.771711,-117.0100285
MLS Listing,,Single Family Residential,14027 Eastern St,Poway,CA,92064,629000,4,2.0,Poway,1261,13607,1972,46,499,,Active,,,http://www.redfin.com/CA/Poway/14027-Eastern-St-92064/home/4720593,SDMLS,180063492,N,Y,32.9681403,-117.0323995
MLS Listing,,Single Family Residential,3569 Tomahawk Ln,San Diego,CA,92117,625000,4,1.0,Clairemont,1336,,1954,3,468,,Active,,,http://www.redfin.com/CA/San-Diego/3569-Tomahawk-Ln-92117/home/5195542,SDMLS,180068632,N,Y,32.8056576,-117.1966192
MLS Listing,,Single Family Residential,5261 Velma Ter,San Diego,CA,92114,625000,5,3.0,San Diego,3330,6800,1964,59,188,,Active,,,http://www.redfin.com/CA/San-Diego/5261-Velma-Ter-92114/home/5876033,SDMLS,180061202,N,Y,32.7013231,-117.081178
MLS Listing,,Single Family Residential,13840 TOBIASSON Rd,POWAY,CA,92064,624995,4,2.0,Poway,1653,7000,1959,4,378,,Active,,,http://www.redfin.com/CA/Poway/13840-Tobiasson-Rd-92064/home/6399786,SDMLS,180068501,N,Y,32.9656062,-117.0602315
MLS Listing,,Single Family Residential,8030 El Paso St,La Mesa,CA,91942,624900,4,3.0,La Mesa,1749,7400,1960,13,357,,Active,,,http://www.redfin.com/CA/La-Mesa/8030-El-Paso-St-91942/home/6250745,SDMLS,180067915,N,Y,32.7905317,-117.0246748
MLS Listing,,Single Family Residential,681 Hilltop Dr,Chula Vista,CA,91910,624000,4,3.0,Chula Vista,2238,7000,1960,77,279,,Active,,,http://www.redfin.com/CA/Chula-Vista/681-Hilltop-Dr-91910/home/5979084,SDMLS,180057830,N,Y,32.6316361,-117.062238
MLS Listing,,Single Family Residential,6850 LANEWOOD Ct,San Diego,CA,92111,619900,3,1.5,Kearny Mesa,1258,,1963,75,493,,Active,,,http://www.redfin.com/CA/San-Diego/6850-Lanewood-Ct-92111/home/5170154,SDMLS,180058188,N,Y,32.8103531,-117.1706139
MLS Listing,,Single Family Residential,7230 Juliette Pl,La Mesa,CA,91942,619000,3,2.0,La Mesa,1529,6628,1940,18,405,,Active,,,http://www.redfin.com/CA/La-Mesa/7230-Juliette-Pl-91942/home/12156425,SDMLS,180067355,N,Y,32.7666208,-117.0415722
MLS Listing,,Single Family Residential,6125 Avenorra,La Mesa,CA,91942,619000,4,2.0,La Mesa,1458,,1959,7,425,,Active,,,http://www.redfin.com/CA/La-Mesa/6125-Avenorra-Dr-91942/home/6245923,SDMLS,180068368,N,Y,32.7893872,-117.0297786
MLS Listing,,Single Family Residential,8375 Dube Ct,Santee,CA,92071,619000,5,2.0,Santee,1795,10700,1973,99,345,,Active,,,http://www.redfin.com/CA/Santee/8375-Dube-Ct-92071/home/5044806,SDMLS,180053538,N,Y,32.8435072,-117.0198697
MLS Listing,,Single Family Residential,1787 Grossmont View Dr,El Cajon,CA,92020,619000,4,2.0,El Cajon,2056,17860,1965,80,301,,Active,,,http://www.redfin.com/CA/El-Cajon/1787-Grossmont-View-Dr-92020/home/5581979,SDMLS,180057464,N,Y,32.7909571,-116.9877558
MLS Listing,,Single Family Residential,1597 Zephyr Ave,El Cajon,CA,92021,614900,4,3.0,El Cajon,1946,6592,1987,153,316,,Active,,,http://www.redfin.com/CA/El-Cajon/1597-Zephyr-Ave-92021/home/5683797,SDMLS,180042062,N,Y,32.8165118,-116.9226178
MLS Listing,,Single Family Residential,1481 Country Crest Dr,El Cajon,CA,92021,614900,4,2.0,El Cajon,2355,13200,1959,45,261,,Active,,,http://www.redfin.com/CA/El-Cajon/1481-Country-Crest-Dr-92021/home/5684051,SDMLS,180063853,N,Y,32.8154574,-116.9185235
MLS Listing,,Single Family Residential,4650 Shoshoni Ave,San Diego,CA,92117,610000,3,2.0,Clairemont,1265,,1955,10,482,,Active,,,http://www.redfin.com/CA/San-Diego/4650-Shoshoni-Ave-92117/home/4956814,SDMLS,180068171,N,Y,32.8302706,-117.1937248
MLS Listing,,Single Family Residential,13909 Powers Rd,Poway,CA,92064,609000,3,2.0,Poway,1131,,1959,24,538,,Active,,,http://www.redfin.com/CA/Poway/13909-Powers-Rd-92064/home/4711563,SDMLS,180066657,N,Y,32.9665411,-117.0616404
MLS Listing,,Single Family Residential,14001 Powers Rd,Poway,CA,92064,609000,4,2.0,Poway,1775,8800,1959,43,343,,Active,,,http://www.redfin.com/CA/Poway/14001-Powers-Rd-92064/home/4711618,SDMLS,180064056,N,Y,32.9682633,-117.0615944
MLS Listing,,Single Family Residential,3840 Conrad Ave,San Diego,CA,92117,605000,3,2.0,Clairemont,1032,7200,1957,87,586,,Active,,,http://www.redfin.com/CA/San-Diego/3840-Conrad-Ave-92117/home/6237457,SDMLS,180056094,N,Y,32.8355723,-117.2052104
MLS Listing,,Single Family Residential,2727 Palm Ln,Lemon Grove,CA,91945,599900,3,2.0,Lemon Grove,1832,40100,1958,19,327,,Active,,,http://www.redfin.com/CA/Lemon-Grove/2727-Palm-Ln-91945/home/5662595,SDMLS,180067261,N,Y,32.7354272,-117.0204215
MLS Listing,,Single Family Residential,823 Lori Ln,Chula Vista,CA,91910,599900,5,3.0,Chula Vista,1994,7600,1967,23,301,,Active,,,http://www.redfin.com/CA/Chula-Vista/823-Lori-Ln-91910/home/6189372,SDMLS,180066827,N,Y,32.633479,-117.0363077
MLS Listing,,Single Family Residential,4051 Clairemont Dr,San Diego,CA,92117,599900,3,1.0,Clairemont,1152,8100,1954,17,521,,Active,,,http://www.redfin.com/CA/San-Diego/4051-Clairemont-Dr-92117/home/5150096,SDMLS,180067427,N,Y,32.8144724,-117.2006851
MLS Listing,,Single Family Residential,5665 Severin Dr,La Mesa,CA,91942,599900,4,2.0,La Mesa,1661,,1959,68,361,,Active,,,http://www.redfin.com/CA/La-Mesa/5665-Severin-Dr-91942/home/5588421,SDMLS,180059478,N,Y,32.7817662,-116.9969923
MLS Listing,,Single Family Residential,12119 Serena Rd,Lakeside,CA,92040,599900,3,2.5,Lakeside,2048,,1980,84,293,,Active,,,http://www.redfin.com/CA/Lakeside/12119-Serena-Rd-92040/home/5002007,SDMLS,180056414,N,Y,32.876215,-116.930984
MLS Listing,,Single Family Residential,2943 Mobley St,San Diego,CA,92123,599800,3,2.0,Serra Mesa,1100,8000,1961,19,545,,Active,,,http://www.redfin.com/CA/San-Diego/2943-Mobley-St-92123/home/5214759,SDMLS,180067174,N,Y,32.7969459,-117.1352762
MLS Listing,,Single Family Residential,4320 Marraco Dr,San Diego,CA,92115,599000,4,2.0,San Diego,2210,6600,1953,52,271,,Active,,,http://www.redfin.com/CA/San-Diego/4320-Marraco-Dr-92115/home/5515430,SDMLS,180062667,N,Y,32.7564777,-117.0594796
New Construction Home,,Single Family Residential,Residence 1,El Cajon,CA,92020,599000,4,2.5,Bostonia Estates,2282,,2018,149,262,,Active,,,http://www.redfin.com/CA/El-Cajon/863-S-Mollison-Ave-92020/home/5617621,NewHomeSource.com,1484738,N,Y,32.784442,-116.950536
MLS Listing,,Single Family Residential,1093 Greta St,El Cajon,CA,92021,599000,4,2.0,El Cajon,2012,13939,1959,82,298,,Active,,,http://www.redfin.com/CA/El-Cajon/1093-Greta-St-92021/home/5064698,SDMLS,180056814,N,Y,32.8171694,-116.9448363
MLS Listing,,Single Family Residential,7918 Topaz Lake Ave,San Diego,CA,92119,599000,3,2.0,San Carlos,1537,,1962,70,390,,Active,,,http://www.redfin.com/CA/San-Diego/7918-Topaz-Lake-Ave-92119/home/6253216,SDMLS,180059127,N,Y,32.7945415,-117.0278015
MLS Listing,,Single Family Residential,2909 Epaulette St,San Diego,CA,92123,599000,3,2.0,Mission Village,1473,6500,1959,115,407,,Active,,,http://www.redfin.com/CA/San-Diego/2909-Epaulette-St-92123/home/5213130,SDMLS,180050400,N,Y,32.7964715,-117.1285664
MLS Listing,,Single Family Residential,11715 Moreno Ave,Lakeside,CA,92040,599000,3,2.0,Lakeside,1530,43560,1959,14,392,,Active,,,http://www.redfin.com/CA/Lakeside/11715-Moreno-Ave-92040/home/4999919,SDMLS,180067774,N,Y,32.8905478,-116.9262521
MLS Listing,,Single Family Residential,3493 Angwin,San Diego,CA,92123,598800,4,2.0,Serra Mesa,1298,,1960,17,461,,Active,,,http://www.redfin.com/CA/San-Diego/3493-Angwin-Dr-92123/home/5171538,SDMLS,180067494,N,Y,32.805687,-117.1263518
MLS Listing,,Single Family Residential,12508 Robison Blvd,Poway,CA,92064,595000,3,2.0,Poway,1252,8000,1969,35,475,,Active,,,http://www.redfin.com/CA/Poway/12508-Robison-Blvd-92064/home/4788499,SDMLS,180064809,N,Y,32.9566443,-117.0593417
MLS Listing,,Single Family Residential,727 Live Oak Dr,El Cajon,CA,92020,595000,3,2.0,El Cajon,1410,,1952,98,422,,Active,,,http://www.redfin.com/CA/El-Cajon/727-Live-Oak-Dr-92020/home/5591987,SDMLS,180053594,N,Y,32.7863474,-116.9822528
MLS Listing,,Single Family Residential,6890 Mewall Dr,San Diego,CA,92119,595000,4,2.0,San Carlos,1529,,1971,58,389,,Active,,,http://www.redfin.com/CA/San-Diego/6890-Mewall-Dr-92119/home/5426429,SDMLS,180061561,N,Y,32.8079779,-117.0069913
MLS Listing,,Single Family Residential,4215 Saginaw Ave,Clairemont,CA,92117,594000,2,1.0,Clairemont,780,6600,1958,60,762,,Active,,,http://www.redfin.com/CA/San-Diego/4215-Saginaw-Ave-92117/home/4956937,SDMLS,180060924,N,Y,32.8270251,-117.2005053
MLS Listing,,Single Family Residential,1555 Jasper Ave,Chula Vista,CA,91911,590000,5,3.5,Chula Vista,2197,7100,1968,102,269,,Active,,,http://www.redfin.com/CA/Chula-Vista/1555-Jasper-Ave-91911/home/6132105,SDMLS,180052816,N,Y,32.5987852,-117.0503307
MLS Listing,,Single Family Residential,1535 Clarke Dr,El Cajon,CA,92021,589000,4,2.0,El Cajon,1757,7000,1961,17,335,,Active,,,http://www.redfin.com/CA/El-Cajon/1535-Clarke-Dr-92021/home/5686111,SDMLS,180067469,N,Y,32.8156605,-116.9262981
MLS Listing,,Single Family Residential,14601 Aldrin St,Poway,CA,92064,589000,3,2.0,Poway,1541,6700,1971,21,382,,Active,,,http://www.redfin.com/CA/Poway/14601-Aldrin-St-92064/home/4844536,SDMLS,180066953,N,Y,32.9564228,-117.0140988
MLS Listing,,Single Family Residential,2 Tamarindo Way,Chula Vista,CA,91911,585000,4,3.0,Chula Vista,1870,8255,2014,68,313,111,Active,,,http://www.redfin.com/CA/Chula-Vista/2-Tamarindo-Way-91911/home/87700233,SDMLS,180059575,N,Y,32.5986206,-117.0517904
MLS Listing,,Single Family Residential,90 E Fortuna St,Chula Vista,CA,91911,585000,3,2.0,Chula Vista,1305,9500,1955,26,448,,Active,,,http://www.redfin.com/CA/Chula-Vista/90-E-Fortuna-St-91911/home/5982729,SDMLS,180066231,N,Y,32.6241584,-117.0555259
MLS Listing,,Single Family Residential,6303 Budlong Lake Ave,San Diego,CA,92119,584900,3,1.5,San Diego,1587,,1960,106,369,,Active,,,http://www.redfin.com/CA/San-Diego/6303-Budlong-Lake-Ave-92119/home/6251703,SDMLS,180052127,N,Y,32.7947815,-117.0213181
MLS Listing,,Single Family Residential,4312 Beverly Dr,La Mesa,CA,91941,580000,3,2.0,San Diego,1550,6664,1964,60,374,,Active,,,http://www.redfin.com/CA/La-Mesa/4312-Beverly-Dr-91941/home/5492568,SDMLS,180061039,N,Y,32.7577846,-117.0204445
MLS Listing,,Single Family Residential,9420 Carlton Hills Blvd,Santee,CA,92071,580000,4,2.5,Santee,2026,6534,1960,104,286,,Active,,,http://www.redfin.com/CA/Santee/9420-Carlton-Hills-Blvd-92071/home/5015165,SDMLS,180052396,N,Y,32.848016,-116.9983489
MLS Listing,,Single Family Residential,1435 Marl Ct,Chula Vista,CA,91911,579900,5,2.5,Chula Vista,1936,,1967,19,300,,Active,,,http://www.redfin.com/CA/Chula-Vista/1435-Marl-Ct-91911/home/6126618,SDMLS,180067181,N,Y,32.6074518,-117.0408135
MLS Listing,,Single Family Residential,737 Carlow Ct,El Cajon,CA,92020,579900,3,2.0,El Cajon,1331,,1958,19,436,,Active,,,http://www.redfin.com/CA/El-Cajon/737-Carlow-Ct-92020/home/5560588,SDMLS,180067271,N,Y,32.8043851,-116.9992916
MLS Listing,,Single Family Residential,386 Tyrone St,El Cajon,CA,92020,579900,4,3.0,El Cajon,1503,,1951,12,386,,Active,,,http://www.redfin.com/CA/El-Cajon/386-Tyrone-St-92020/home/5583029,SDMLS,180068023,N,Y,32.799088,-116.9879786
