SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,13265 Vista View Ct,Poway,CA,92064,579000,3,2.0,Poway,980,7699,1988,188,591,,Active,,,http://www.redfin.com/CA/Poway/13265-Vista-View-Ct-92064/home/4843125,SDMLS,180034773,N,Y,32.9569876,-117.0309254
MLS Listing,,Single Family Residential,650 Mariposa Cir,Chula Vista,CA,91911,579000,3,2.0,Chula Vista,1390,10700,1970,18,417,,Active,,,http://www.redfin.com/CA/Chula-Vista/650-Mariposa-Cir-91911/home/6193109,SDMLS,180067409,N,Y,32.6255736,-117.035664
MLS Listing,,Single Family Residential,804 Plaza Flora,Chula Vista,CA,91910,579000,4,2.0,Chula Vista,1709,10700,1977,56,339,,Active,,,http://www.redfin.com/CA/Chula-Vista/804-Plaza-Flora-91910/home/6193660,SDMLS,180061350,N,Y,32.630541,-117.049687
MLS Listing,,Single Family Residential,5941 Dugan Ave,La Mesa,CA,91942,578000,4,2.0,La Mesa,1247,7800,1955,53,464,,Active,,,http://www.redfin.com/CA/La-Mesa/5941-Dugan-Ave-91942/home/5602333,SDMLS,180062225,N,Y,32.7873126,-117.0215446
MLS Listing,,Single Family Residential,8336 Merrill Dr,Lakeside,CA,92040,575750,3,2.0,Lakeside,1460,15352,1970,89,394,,Active,,,http://www.redfin.com/CA/Lakeside/8336-Merrill-Dr-92040/home/5097736,SDMLS,180055311,N,Y,32.827518,-116.9307373
MLS Listing,,Single Family Residential,13515 Mora Cir,Poway,CA,92064,575000,3,2.0,Poway,1358,7000,1970,36,423,,Active,,,http://www.redfin.com/CA/Poway/13515-Mora-Cir-92064/home/4844409,SDMLS,180064724,N,Y,32.9611031,-117.0157082
MLS Listing,,Single Family Residential,9588 Ronda Ave,San Diego,CA,92123,575000,3,2.0,Serra Mesa,1000,7700,1960,12,575,,Active,,,http://www.redfin.com/CA/San-Diego/9588-Ronda-Ave-92123/home/5214457,SDMLS,180068002,N,Y,32.7938172,-117.1179038
MLS Listing,,Single Family Residential,5933 Edgewater St,San Diego,CA,92139,575000,5,2.0,San Diego,2207,9100,1947,298,261,,Active,,,http://www.redfin.com/CA/San-Diego/5933-Edgewater-St-92139/home/6044997,SDMLS,180012232,N,Y,32.6748357,-117.0618013
MLS Listing,,Single Family Residential,7305 Fulwood Ln,San Diego,CA,92111,570000,4,2.0,Linda Vista,1639,7400,1968,132,348,,Active,,,http://www.redfin.com/CA/San-Diego/7305-Fulwood-Ln-92111/home/5226310,SDMLS,180046826,N,Y,32.7887779,-117.1643188
MLS Listing,,Single Family Residential,1451 Murray Ave,El  Cajon,CA,92020,570000,2,2.0,El Cajon,1364,,1941,45,418,,Active,,,http://www.redfin.com/CA/El-Cajon/1451-Murray-Ave-92020/home/5592319,SDMLS,180063800,N,Y,32.7919087,-116.9824169
MLS Listing,,Single Family Residential,8920 LAKEVIEW Rd,LAKESIDE,CA,92040,569995,4,2.0,Lakeside,2084,13400,1963,4,274,,Active,,,http://www.redfin.com/CA/Lakeside/8920-Lakeview-Rd-92040/home/5086937,SDMLS,180068502,N,Y,32.8378424,-116.905964
MLS Listing,,Single Family Residential,156 River Rock Ct,Santee,CA,92071,569900,4,2.5,Santee,1680,213418,1998,61,339,130,Active,,,http://www.redfin.com/CA/Santee/156-River-Rock-Ct-92071/home/5036443,SDMLS,180060833,N,Y,32.8458374,-116.9894722
MLS Listing,,Single Family Residential,7177 Horner St,San Diego,CA,92120,569900,4,1.5,Del Cerro,1557,,1957,53,366,,Active,,,http://www.redfin.com/CA/San-Diego/7177-Horner-St-92120/home/6240374,SDMLS,180062385,N,Y,32.7954764,-117.0660997
MLS Listing,,Single Family Residential,429 Westby St,Chula Vista,CA,91911,569000,5,2.0,Chula Vista,2600,7076,1970,124,219,,Active,,,http://www.redfin.com/CA/Chula-Vista/429-Westby-St-91911/home/6116208,SDMLS,180048401,N,Y,32.618053,-117.076869
MLS Listing,,Single Family Residential,4525 70th St,La Mesa,CA,91942,569000,3,2.0,La Mesa,1572,7300,1953,11,362,,Active,,,http://www.redfin.com/CA/La-Mesa/4525-70th-St-91942/home/5485099,SDMLS,180068089,N,Y,32.7612551,-117.0466526
MLS Listing,,Single Family Residential,9206 Lamar St,Spring Valley,CA,91977,569000,4,3.0,Spring Valley,1544,17860,1975,27,369,,Active,,,http://www.redfin.com/CA/Spring-Valley/9206-Lamar-St-91977/home/5668267,SDMLS,180066070,N,Y,32.740365,-116.999988
MLS Listing,,Single Family Residential,3820 Florence St,San Diego,CA,92113,569000,3,2.0,Logan Heights,879,,1921,44,647,,Active,,,http://www.redfin.com/CA/San-Diego/3820-Florence-St-92113/home/5868828,SDMLS,180063995,N,Y,32.698272,-117.111935
MLS Listing,,Single Family Residential,1747 Winnett St,San Diego,CA,92114,569000,3,2.0,Encanto,2003,15328,1980,89,284,,Active,,,http://www.redfin.com/CA/San-Diego/1747-Winnett-St-92114/home/5852535,SDMLS,180055499,N,Y,32.7236958,-117.0613646
MLS Listing,,Single Family Residential,10818 Oak Creek Dr,Lakeside,CA,92040,565000,5,2.0,Lakeside,1800,50965,1930,33,314,,Active,,,http://www.redfin.com/CA/Lakeside/10818-Oak-Creek-Dr-92040/home/81551736,SDMLS,180065202,N,Y,32.8735212,-116.95077
MLS Listing,,Single Family Residential,8808 lake ashmere,san diego,CA,92119,565000,4,2.0,San Carlos,1647,,1963,14,343,,Active,,,http://www.redfin.com/CA/San-Diego/8808-Lake-Ashmere-Dr-92119/home/5419109,SDMLS,180067772,N,Y,32.8002503,-117.0084888
MLS Listing,,Single Family Residential,5745 Nagel St,La Mesa,CA,91942,565000,4,2.0,La Mesa,1559,8500,1959,84,362,,Active,,,http://www.redfin.com/CA/La-Mesa/5745-Nagel-St-91942/home/5605262,SDMLS,180056298,N,Y,32.7835994,-117.0126773
MLS Listing,,Single Family Residential,222 Camino Vista Real,Chula Vista,CA,91910,565000,4,2.5,CHU - Chula Vista,1961,7800,1977,27,288,,Active,,,http://www.redfin.com/CA/Chula-Vista/222-Camino-Vista-Real-91910/home/6193674,CRMLS,IV18285634,N,Y,32.6289573,-117.0506985
MLS Listing,,Single Family Residential,2398 69Th St,Lemon Grove,CA,91945,565000,4,3.0,Lemon Grove,1881,10200,1978,4,300,,Active,,,http://www.redfin.com/CA/Lemon-Grove/2398-69th-St-91945/home/5553046,SDMLS,180068550,N,Y,32.731591,-117.049737
MLS Listing,,Single Family Residential,5882 Adobe Fls,San Diego,CA,92120,565000,5,3.0,Del Cerro,2037,,1965,370,277,,Active,,,http://www.redfin.com/CA/San-Diego/5882-Adobe-Falls-Rd-92120/home/5437531,SDMLS,170063400,N,Y,32.782793,-117.0727196
MLS Listing,,Single Family Residential,6015 Odessa Ave,La Mesa,CA,91942,564000,3,2.0,La Mesa,1101,6600,1953,24,512,,Active,,,http://www.redfin.com/CA/La-Mesa/6015-Odessa-Ave-91942/home/5579960,SDMLS,180066745,N,Y,32.7878797,-117.0104201
MLS Listing,,Single Family Residential,612 Robert Ave,Chula Vista,CA,91910,560000,3,2.0,Chula Vista,1805,7300,1951,176,310,,Active,,,http://www.redfin.com/CA/Chula-Vista/612-Robert-Ave-91910/home/5978705,SDMLS,180037318,N,Y,32.6351749,-117.05879
MLS Listing,,Single Family Residential,1988 La Cresta,El Cajon,CA,92021,560000,5,3.0,El Cajon,2248,17900,1960,129,249,,Active,,,http://www.redfin.com/CA/El-Cajon/1988-La-Cresta-Rd-92021/home/5686666,SDMLS,180047486,N,Y,32.8089427,-116.9085403
MLS Listing,,Single Family Residential,8501 Devos Dr,Santee,CA,92071,559900,3,2.0,Santee,1522,,1972,46,368,,Active,,,http://www.redfin.com/CA/Santee/8501-De-Vos-Dr-92071/home/5044655,SDMLS,180063606,N,Y,32.8421179,-117.0166279
MLS Listing,,Single Family Residential,9314 LAKEVIEW Rd,LAKESIDE,CA,92040,559700,2,2.0,Lakeside,1760,,1968,126,318,,Active,,,http://www.redfin.com/CA/Lakeside/9314-Lakeview-Rd-92040/home/5086632,SDMLS,180046125,N,Y,32.845626,-116.9055039
MLS Listing,,Single Family Residential,337 E Naples,Chula Vista,CA,91911,559000,5,2.5,Chula Vista,1712,7000,1959,32,327,,Active,,,http://www.redfin.com/CA/Chula-Vista/337-E-Naples-St-91911/home/6188719,SDMLS,180065416,Y,Y,32.6209323,-117.0443998
MLS Listing,,Single Family Residential,10938 Magna Ln,Santee,CA,92071,559000,4,2.0,Santee,1445,8500,1970,76,387,,Active,,,http://www.redfin.com/CA/Santee/10938-Magna-Ln-92071/home/148434964,SDMLS,180057867,N,Y,32.8678728,-116.9970153
MLS Listing,,Single Family Residential,10082 Halberns Blvd,Santee,CA,92071,559000,4,2.0,Santee,1520,7767,1979,31,368,,Active,,,http://www.redfin.com/CA/Santee/10082-Halberns-Blvd-92071/home/5008143,SDMLS,180065487,N,Y,32.8613424,-116.9927154
MLS Listing,,Single Family Residential,997 SYCAMORE Ln,EL CAJON,CA,92019,559000,3,3.0,El Cajon,1547,16119,1960,46,361,,Active,,,http://www.redfin.com/CA/El-Cajon/997-Sycamore-Ln-92019/home/5685972,SDMLS,180063534,N,Y,32.808118,-116.912457
MLS Listing,,Single Family Residential,13104 LAKEVIEW GRANADA Dr,LAKESIDE,CA,92040,553000,6,3.0,San Diego,2530,,1970,84,219,,Active,,,http://www.redfin.com/CA/Lakeside/13104-Lakeview-Granada-Dr-92040/home/5088384,SDMLS,180056412,N,Y,32.8446789,-116.9085403
MLS Listing,,Single Family Residential,303 69th St.,San Diego,CA,92114,550000,4,2.0,Encanto,1848,,1961,17,298,,Active,,,http://www.redfin.com/CA/San-Diego/303-69th-St-92114/home/6012182,SDMLS,180067590,N,Y,32.7074316,-117.0491238
MLS Listing,,Single Family Residential,735 MYRA Ave,CHULA VISTA,CA,91910,550000,3,2.0,Chula Vista,1350,,1960,63,407,,Active,,,http://www.redfin.com/CA/Chula-Vista/735-Myra-Ave-91910/home/6187800,SDMLS,180060472,N,Y,32.6323311,-117.0527214
MLS Listing,,Single Family Residential,13633 Frame Rd,Poway,CA,92064,550000,4,2.0,Poway,1288,8500,1959,4,427,,Active,,,http://www.redfin.com/CA/Poway/13633-Frame-Rd-92064/home/4783984,SDMLS,180068577,N,Y,32.9617945,-117.060675
MLS Listing,,Single Family Residential,141 E 31st,National City,CA,91950,550000,3,2.0,National City,1635,,1925,144,336,,Active,,,http://www.redfin.com/CA/National-City/141-E-31st-St-91950/home/5931705,SDMLS,180044135,Y,Y,32.6567388,-117.0974567
MLS Listing,,Single Family Residential,9833 Settle Rd,Santee,CA,92071,549900,5,2.0,Santee,1536,9583,1960,66,358,,Active,,,http://www.redfin.com/CA/Santee/9833-Settle-Rd-92071/home/5018103,SDMLS,180060014,N,Y,32.856989,-117.0042581
MLS Listing,,Single Family Residential,11189 Valle Vista Rd,Lakeside,CA,92040,549900,4,2.5,Lakeside,2098,,1976,98,262,,Active,,,http://www.redfin.com/CA/Lakeside/11189-Valle-Vista-Rd-92040/home/5001847,SDMLS,180053598,N,Y,32.8805747,-116.9381204
MLS Listing,,Single Family Residential,9709 Carita Ct,Santee,CA,92071,549900,3,2.0,Santee,1245,11700,1960,60,442,,Active,,,http://www.redfin.com/CA/Santee/9709-Carita-Ct-92071/home/5018455,SDMLS,180061132,N,Y,32.8535222,-117.0040742
MLS Listing,,Single Family Residential,57 E L St E,Chula Vista,CA,91911,549900,3,2.0,Chula Vista,1254,9000,1957,48,439,,Active,,,http://www.redfin.com/CA/Chula-Vista/57-E-L-St-91911/home/5982357,SDMLS,180063178,N,Y,32.6249175,-117.0573649
MLS Listing,,Single Family Residential,6390 Newsome Dr,San Diego,CA,92115,549900,3,2.0,San Diego,1348,,1951,19,408,,Active,,,http://www.redfin.com/CA/San-Diego/6390-Newsome-Dr-92115/home/5519247,SDMLS,180067285,N,Y,32.7473366,-117.058928
MLS Listing,,Single Family Residential,6030 Lubbock,La Mesa,CA,91942,549000,3,2.0,La Mesa,1441,,1953,104,381,,Active,,,http://www.redfin.com/CA/La-Mesa/6030-Lubbock-Ave-91942/home/5580059,SDMLS,180052384,N,Y,32.7880583,-117.007891
MLS Listing,,Single Family Residential,744 El Monte Rd,El Cajon,CA,92020,549000,3,2.0,El Cajon,1790,6700,1960,105,307,,Active,,,http://www.redfin.com/CA/El-Cajon/744-El-Monte-Rd-92020/home/5564918,SDMLS,180052287,N,Y,32.8050438,-116.9787575
MLS Listing,,Single Family Residential,66 E Mankato St,Chula Vista,CA,91910,549000,4,2.0,Chula Vista,1490,,1959,26,368,,Active,,,http://www.redfin.com/CA/Chula-Vista/66-E-Mankato-St-91910/home/5977771,SDMLS,180066272,N,Y,32.6372098,-117.0618243
MLS Listing,,Single Family Residential,8588 Echo Dr,La Mesa,CA,91941,549000,4,2.0,La Mesa,1450,7466,1966,67,379,,Active,,,http://www.redfin.com/CA/La-Mesa/8588-Echo-Dr-91941/home/5641166,SDMLS,180059594,N,Y,32.756562,-117.0119836
MLS Listing,,Single Family Residential,7127 Latrobe Cir,San Diego,CA,92139,549000,4,2.0,Paradise Hills,1830,7161,1978,24,300,,Active,,,http://www.redfin.com/CA/San-Diego/7127-Latrobe-Cir-92139/home/6055871,SDMLS,180066722,N,Y,32.6842897,-117.0380549
MLS Listing,,Single Family Residential,2266 Dusk Dr,San Diego,CA,92139,549000,3,2.0,Paradise Hills,1605,11500,1974,37,342,,Active,,,http://www.redfin.com/CA/San-Diego/2266-Dusk-Dr-92139/home/6050028,SDMLS,180064678,N,Y,32.6810613,-117.0505606
MLS Listing,,Single Family Residential,12212 Kingsford Ct,El Cajon,CA,92021,549000,4,2.5,El Cajon,1696,20038,1959,151,324,,Active,,,http://www.redfin.com/CA/El-Cajon/12212-Kingsford-Ct-92021/home/5095719,SDMLS,180042667,N,Y,32.8261868,-116.9284602
MLS Listing,,Single Family Residential,7980 Pat St,La Mesa,CA,91942,549000,4,2.0,La Mesa,1700,,1960,1,323,,Active,,,http://www.redfin.com/CA/La-Mesa/7980-Pat-St-91942/home/6250916,SDMLS,180068757,N,Y,32.7880868,-117.0256303
MLS Listing,,Single Family Residential,8847 Golden Ridge Rd,Lakeside,CA,92040,547000,5,2.0,Lake San Marcos,1369,22215,1956,74,400,,Active,,,http://www.redfin.com/CA/Lakeside/8847-Golden-Ridge-Rd-92040/home/5052665,SDMLS,180058346,N,Y,32.837252,-116.9402824
MLS Listing,,Single Family Residential,8766 Tommy Dr,San Diego,CA,92119,545000,3,2.0,SD - San Diego,1326,6600,1962,42,411,,Active,,,http://www.redfin.com/CA/San-Diego/8766-Tommy-Dr-92119/home/5417455,CRMLS,AR18276937,N,Y,32.8058913,-117.0088107
MLS Listing,,Single Family Residential,1277 Nacion Ave,Chula Vista,CA,91911,545000,4,2.0,Chula Vista,1529,,1971,18,356,,Active,,,http://www.redfin.com/CA/Chula-Vista/1277-Nacion-Ave-91911/home/6128169,SDMLS,180067393,N,Y,32.6155611,-117.0389055
MLS Listing,,Single Family Residential,213 Los Reyes,San Diego,CA,92114,545000,4,3.0,San Diego,1854,10500,1961,68,294,,Active,,,http://www.redfin.com/CA/San-Diego/213-Los-Reyes-Dr-92114/home/6012614,SDMLS,180059543,N,Y,32.7057658,-117.0469285
MLS Listing,,Single Family Residential,5403 Grape St,San Diego,CA,92105,545000,3,2.0,City Heights,1066,7500,2016,107,511,,Active,,,http://www.redfin.com/CA/San-Diego/5403-Grape-St-92105/home/5841541,SDMLS,180051953,N,Y,32.7255366,-117.0827869
MLS Listing,,Single Family Residential,445 Edward St,El Cajon,CA,92020,544900,3,2.0,El Cajon,1400,7900,1960,12,389,,Active,,,http://www.redfin.com/CA/El-Cajon/445-Edward-St-92020/home/5562086,SDMLS,180067973,N,Y,32.7997523,-116.9981419
MLS Listing,,Single Family Residential,10645 Oak Creek Dr,Lakeside,CA,92040,544900,3,2.5,Lakeside,1546,48351,1988,34,352,,Active,,,http://www.redfin.com/CA/Lakeside/10645-Oak-Creek-Dr-92040/home/5011436,SDMLS,180064903,N,Y,32.8717799,-116.9463082
MLS Listing,,Single Family Residential,3609 Nassau Dr,San Diego,CA,92115,543210,3,2.0,San Diego,1008,6800,1955,32,539,,Active,,,http://www.redfin.com/CA/San-Diego/3609-Nassau-Dr-92115/home/5549472,SDMLS,180065407,N,Y,32.7430307,-117.0507445
MLS Listing,,Single Family Residential,209 Camino Elevado,Bonita,CA,91902,539900,3,2.0,Bonita,1819,27442,1970,48,297,,Active,,,http://www.redfin.com/CA/Bonita/209-Camino-Elevado-91902/home/6074735,SDMLS,180063175,N,Y,32.6581004,-117.0287765
MLS Listing,,Single Family Residential,3164 Central Ave,Spring Valley,CA,91977,539000,3,2.0,SPV - Spring Valley,1833,10454,1971,18,294,,Active,January-5-2019 10:00 AM,January-5-2019 02:00 PM,http://www.redfin.com/CA/Spring-Valley/3164-Central-Ave-91977/home/5661995,CRMLS,OC18290611,N,Y,32.7402128,-117.0109719
MLS Listing,,Single Family Residential,8755 Almond Rd,Lakeside,CA,92040,539000,3,2.5,LAK - Lakeside,1428,30492,1975,128,377,,Active,,,http://www.redfin.com/CA/Lakeside/8755-Almond-Rd-92040/home/5052579,CRMLS,PW18207866,N,Y,32.8365517,-116.9382814
MLS Listing,,Single Family Residential,1245 Neptune Dr,Chula Vista,CA,91911,539000,5,2.5,Chula Vista,2123,,1972,116,254,,Active,,,http://www.redfin.com/CA/Chula-Vista/1245-Neptune-Dr-91911/home/6128189,SDMLS,180049904,N,Y,32.6159572,-117.0408135
MLS Listing,,Single Family Residential,143 Prospect St,Chula Vista,CA,91911,539000,3,2.0,Chula Vista,1845,7000,1964,115,292,,Active,,,http://www.redfin.com/CA/Chula-Vista/143-Prospect-St-91911/home/6122107,SDMLS,180050480,N,Y,32.6073671,-117.0595256
MLS Listing,,Single Family Residential,8446 Carlton Oaks Dr,Santee,CA,92071,539000,3,2.0,Santee,1305,6600,1972,26,413,,Active,,,http://www.redfin.com/CA/Santee/8446-Carlton-Oaks-Dr-92071/home/5044673,SDMLS,180066395,N,Y,32.8414622,-117.0178694
MLS Listing,,Single Family Residential,9464 Mandeville Rd,Santee,CA,92071,539000,3,2.0,Santee,1480,,1965,5,364,,Active,,,http://www.redfin.com/CA/Santee/9464-Mandeville-Rd-92071/home/5015130,SDMLS,180068474,N,Y,32.8486749,-116.9933133
MLS Listing,,Single Family Residential,10217 Holden Trails Rd,Lakeside,CA,92040,537500,3,2.0,Lakeside,1694,10310,1994,25,317,,Active,,,http://www.redfin.com/CA/Lakeside/10217-Holden-Trails-Rd-92040/home/5010366,SDMLS,180066483,N,Y,32.8625983,-116.9566461
MLS Listing,,Single Family Residential,10735 VALOR Pl,SANTEE,CA,92071,535000,4,2.0,Santee,1702,,1975,98,314,,Active,,,http://www.redfin.com/CA/Santee/10735-Valor-Pl-92071/home/5034101,SDMLS,180053718,N,Y,32.8614229,-116.9647527
MLS Listing,,Single Family Residential,10117 Lakeland Dr,Santee,CA,92071,535000,4,2.0,San Diego,1186,7500,1973,74,451,,Active,,,http://www.redfin.com/CA/Santee/10117-Lakeland-Dr-92071/home/5004976,SDMLS,180058493,N,Y,32.8616757,-117.0028785
MLS Listing,,Single Family Residential,7146 Central Ave,Lemon Grove,CA,91945,535000,4,2.0,Lemon Grove,1607,9500,2010,16,333,,Active,,,http://www.redfin.com/CA/Lemon-Grove/7146-Central-Ave-91945/home/147170484,SDMLS,180067603,N,Y,32.74014,-117.0438481
MLS Listing,,Single Family Residential,6769 Charlene Ave,San Diego,CA,92114,535000,3,2.0,San Diego,2166,9500,1960,73,247,,Active,,,http://www.redfin.com/CA/San-Diego/6769-Charlene-Ave-92114/home/5550272,SDMLS,180058715,N,Y,32.7315393,-117.0522157
MLS Listing,,Single Family Residential,9355 Marilla Dr,Lakeside,CA,92040,535000,3,2.0,Lakeside,1716,27007,1956,26,312,,Active,,,http://www.redfin.com/CA/Lakeside/9355-Marilla-Dr-92040/home/5038455,SDMLS,180066242,N,Y,32.8466655,-116.9410644
MLS Listing,,Single Family Residential,5421 Olvera Ave,San Diego,CA,92114,530000,4,2.0,San Diego,1607,8100,1948,132,330,,Active,,,http://www.redfin.com/CA/San-Diego/5421-Olvera-Ave-92114/home/5901448,SDMLS,180046837,N,Y,32.6986265,-117.0792473
MLS Listing,,Single Family Residential,5206 San Bernardo Ter,San Diego,CA,92114,530000,5,3.0,East San Diego,1653,,1952,52,321,,Active,,,http://www.redfin.com/CA/San-Diego/5206-San-Bernardo-Ter-92114/home/5877220,SDMLS,180062498,N,Y,32.6994465,-117.0829248
MLS Listing,,Single Family Residential,9506 Emerald Grove Ave,Lakeside,CA,92040,529900,3,2.0,Lakeside,1934,28749,1974,67,274,,Active,,,http://www.redfin.com/CA/Lakeside/9506-Emerald-Grove-Ave-92040/home/5039917,SDMLS,180059765,N,Y,32.8496124,-116.9382143
MLS Listing,,Single Family Residential,4017 Vivian,San Diego,CA,92115,529900,2,1.5,College Grove,1066,,1950,62,497,,Active,,,http://www.redfin.com/CA/San-Diego/4017-Vivian-St-92115/home/5517943,SDMLS,180060516,N,Y,32.7508952,-117.055388
MLS Listing,,Single Family Residential,1548 Peerless Dr,El Cajon,CA,92021,529900,3,2.0,El Cajon,2184,17878,1971,35,243,,Active,,,http://www.redfin.com/CA/El-Cajon/1548-Peerless-Dr-92021/home/6284631,CRMLS,180064846,N,Y,32.8181815,-116.9310117
MLS Listing,,Single Family Residential,9710 Prospect Ave,Lakeside,CA,92040,529900,4,3.5,Lakeside,2590,13787,2005,129,205,,Active,,,http://www.redfin.com/CA/Lakeside/9710-Prospect-Ave-92040/home/17193521,SDMLS,180047663,N,Y,32.8548044,-116.9269055
MLS Listing,,Single Family Residential,1137 Del Mar Ave,Chula Vista,CA,91911,529500,3,2.0,Chula Vista,1564,9940,1947,87,339,,Active,,,http://www.redfin.com/CA/Chula-Vista/1137-Del-Mar-Ave-91911/home/6119431,SDMLS,180055845,N,Y,32.6129389,-117.0668813
MLS Listing,,Single Family Residential,1714 Jasmine St,El Cajon,CA,92021,529000,3,2.0,El Cajon,1433,,1976,10,369,,Active,,,http://www.redfin.com/CA/El-Cajon/1714-Jasmine-St-92021/home/5099484,SDMLS,180068215,N,Y,32.8169413,-116.9168639
MLS Listing,,Single Family Residential,735 Twin Oaks Ave,Chula Vista,CA,91910,529000,3,2.0,Chula Vista,1498,6700,1957,63,353,,Active,,,http://www.redfin.com/CA/Chula-Vista/735-Twin-Oaks-Ave-91910/home/5974804,SDMLS,180060330,N,Y,32.627109,-117.070642
MLS Listing,,Single Family Residential,6436 Seascape Dr,San Diego,CA,92139,529000,5,2.0,Paradise Hills,2367,,1960,43,223,,Active,,,http://www.redfin.com/CA/San-Diego/6436-Seascape-Dr-92139/home/6047677,SDMLS,180064029,N,Y,32.6756119,-117.0520318
MLS Listing,,Single Family Residential,819 Jacumba St,San Diego,CA,92114,525000,5,2.5,Encanto,1316,,1954,123,399,,Active,,,http://www.redfin.com/CA/San-Diego/819-Jacumba-St-92114/home/6021299,SDMLS,180048747,N,Y,32.7130548,-117.0297786
MLS Listing,,Single Family Residential,562 Douglas St,Chula Vista,CA,91910,525000,3,2.0,Chula Vista,2000,,1965,100,263,,Active,,,http://www.redfin.com/CA/Chula-Vista/Douglas-St-91910/home/6191925,SDMLS,180053380,N,Y,32.6297688,-117.0389974
MLS Listing,,Single Family Residential,12464 GAY RIO Dr,Lakeside,CA,92040,525000,3,2.0,Lakeside,1675,15123,1974,48,313,,Active,,,http://www.redfin.com/CA/Lakeside/12464-Gay-Rio-Dr-92040/home/5096950,SDMLS,180063096,N,Y,32.8297784,-116.9227328
MLS Listing,,Single Family Residential,5806 Nagel St,La Mesa,CA,91942,525000,3,2.0,La Mesa,1476,9800,1953,10,356,,Active,,,http://www.redfin.com/CA/La-Mesa/5806-Nagel-St-91942/home/5579790,SDMLS,180068247,N,Y,32.7846121,-117.0129762
MLS Listing,,Single Family Residential,2212 Ridge View Dr,San Diego,CA,92105,525000,3,1.0,East San Diego,1196,,1952,45,439,,Active,,,http://www.redfin.com/CA/San-Diego/2212-Ridge-View-Dr-92105/home/5834001,SDMLS,180063787,N,Y,32.7293328,-117.0964851
MLS Listing,,Single Family Residential,4152 Home Ave,San Diego,CA,92105,525000,3,2.0,San Diego,1040,,1960,52,505,,Active,,,http://www.redfin.com/CA/San-Diego/4152-Home-Ave-92105/home/5838584,SDMLS,180062744,N,Y,32.7242366,-117.1062755
MLS Listing,,Single Family Residential,13029 Golden,Poway,CA,92064,524999,3,2.0,Poway,998,22215,1955,82,526,,Active,,,http://www.redfin.com/CA/Poway/13029-Golden-Way-92064/home/4843794,SDMLS,180056840,N,Y,32.9534994,-117.024031
MLS Listing,,Single Family Residential,479 N Cuyamaca St,El Cajon,CA,92020,520000,4,3.0,El Cajon,1799,7300,1975,5,289,,Active,,,http://www.redfin.com/CA/El-Cajon/479-Cuyamaca-St-92020/home/5589011,SDMLS,180068197,N,Y,32.8005875,-116.9793094
MLS Listing,,Single Family Residential,1052 Corte Maria Ave,Chula Vista,CA,91911,520000,3,2.0,Chula Vista,1340,7100,1955,109,388,,Active,,,http://www.redfin.com/CA/Chula-Vista/1052-Corte-Maria-Ave-91911/home/5984104,SDMLS,180051570,N,Y,32.6182856,-117.0593417
MLS Listing,,Single Family Residential,609 Belinda Way,Chula Vista,CA,91910,519900,3,2.0,Chula Vista,1066,7000,1951,12,488,,Active,,,http://www.redfin.com/CA/Chula-Vista/609-Belinda-Way-91910/home/5978470,SDMLS,180067989,N,Y,32.6345563,-117.0614565
MLS Listing,,Single Family Residential,215 E OXFORD,CHULA VISTA,CA,91911,519900,4,2.0,Chula Vista,1800,,1959,130,289,,Active,,,http://www.redfin.com/CA/Chula-Vista/215-E-Oxford-St-91911/home/5985944,SDMLS,180046842,N,Y,32.6163161,-117.0472043
MLS Listing,,Single Family Residential,9237 Galston Dr,Santee,CA,92071,519900,3,2.0,Santee,1092,7700,1960,17,476,,Active,,,http://www.redfin.com/CA/Santee/9237-Galston-Dr-92071/home/5018206,SDMLS,180067589,N,Y,32.856605,-117.0029245
MLS Listing,,Single Family Residential,9312 E Heaney Cir,Santee,CA,92071,519000,3,2.0,Santee,1326,10200,1960,32,391,,Active,,,http://www.redfin.com/CA/Santee/9312-E-Heaney-Cir-92071/home/5016307,SDMLS,180065369,N,Y,32.8459665,-116.9997055
MLS Listing,,Single Family Residential,445 W Washington Ave,El Cajon,CA,92020,519000,3,1.0,El Cajon,1250,19400,1926,52,415,,Active,,,http://www.redfin.com/CA/El-Cajon/445-W-Washington-Ave-92020/home/5609140,SDMLS,180062736,N,Y,32.7875053,-116.967078
MLS Listing,,Single Family Residential,7282 San Miguel Ave,Lemon Grove,CA,91945,519000,3,2.0,Lemon Grove,1335,,1947,77,389,,Active,,,http://www.redfin.com/CA/Lemon-Grove/7282-San-Miguel-91945/home/5552097,SDMLS,180057725,N,Y,32.73555,-117.040883
MLS Listing,,Single Family Residential,10326 Strathmore Dr,Santee,CA,92071,517000,3,2.0,SAN - Santee,1116,7700,1960,102,463,,Active,,,http://www.redfin.com/CA/Santee/10326-Strathmore-Dr-92071/home/5003699,CRMLS,SW18229296,N,Y,32.8654378,-117.0060056
